episode,actor_loss,critic_loss,entropy
133,-0.149,0.1612,1.2831
134,0.1062,0.298,1.3821
135,-0.0079,0.0561,1.2977
136,0.1317,0.092,1.4138
137,0.059,0.1808,1.3604
138,0.0631,0.1735,1.3282
139,-0.1398,0.0526,1.1179
140,-0.1922,0.0844,1.1091
141,-0.0646,0.0637,1.2373
142,-0.0047,0.1059,1.3015
143,-0.1427,0.0362,1.2118
144,0.0183,0.0786,1.4239
145,-0.1564,0.2157,1.3414
146,-0.0759,0.0794,1.2741
147,0.0358,0.0308,1.3698
148,-0.1654,0.0396,1.2137
149,0.0171,0.1246,1.3415
150,0.1425,0.1475,1.3221
151,-0.0519,0.1455,1.2439
152,-0.1066,0.1177,1.1978
153,0.104,0.2042,1.3266
154,-0.0522,0.1834,1.2656
155,-0.1223,0.139,1.1695
156,-0.0589,0.1849,1.1972
157,-0.0762,0.3391,1.1886
158,-0.1328,0.0879,1.1283
159,-0.04,0.1174,1.0338
160,-0.0873,0.0591,1.1445
161,-0.1077,0.1505,1.0849
162,-0.2566,0.0904,0.9592
163,-0.1331,0.1769,0.9316
164,-0.1071,0.4663,0.8684
165,-0.1209,0.1519,0.9408
166,0.1722,0.1758,0.9997
167,0.1603,0.1826,1.0629
168,0.0667,0.3497,1.0332
169,-0.1669,0.4894,0.9714
170,-0.1296,0.4296,1.0896
171,-0.189,0.2016,0.8781
172,-0.1298,0.2983,0.8857
173,0.0939,0.221,1.0278
174,-0.0851,0.1255,0.9211
175,0.0251,0.1594,0.9717
176,0.0469,0.1795,0.9295
177,-0.0415,0.1874,0.8453
178,-0.07,0.2987,1.0145
179,-0.1499,0.1376,0.8164
180,-0.2517,0.1083,0.8071
181,-0.0498,0.1604,0.9082
182,0.0205,0.1614,0.8541
183,-0.1592,0.2963,0.8418
184,0.0146,0.4284,0.8862
185,-0.2176,0.1104,0.8282
186,0.0477,0.2809,0.7867
187,0.1164,0.3082,0.8865
188,-0.2331,0.3438,0.7147
189,-0.0526,0.3251,0.9128
190,-0.0062,0.1445,0.8116
191,-0.0538,0.3241,0.8457
192,-0.0644,0.1252,0.9375
193,0.0552,0.1393,0.9266
194,-0.0444,0.2357,0.8519
195,-0.2097,0.1017,0.8025
196,-0.2018,0.3255,0.8439
197,-0.184,0.3449,0.7903
198,-0.0806,0.2658,0.7546
199,-0.0807,0.4322,0.8746
200,-0.0918,0.2864,0.7265
201,-0.0158,0.1895,0.7596
202,0.1004,0.3106,0.7854
203,-0.1223,0.2092,0.6924
204,-0.1853,0.1515,0.7721
205,-0.1305,0.3609,0.8127
206,-0.08,0.2604,0.7408
207,-0.1547,0.1824,0.6783
208,0.19,0.1699,0.8708
209,-0.0286,0.3404,0.7579
210,0.0849,0.1089,0.8266
211,0.0067,0.1994,0.8139
212,-0.1275,0.204,0.7471
213,-0.0166,0.2473,0.8033
214,-0.0434,0.4635,0.7239
215,-0.0645,0.2641,0.7767
216,-0.1457,0.1466,0.7034
217,-0.0787,0.3103,0.6817
218,-0.0637,0.1472,0.7067
219,-0.0568,0.2698,0.6952
220,-0.1011,0.2564,0.8044
221,-0.0247,0.1144,0.7165
222,0.0311,0.3167,0.873
223,-0.1055,0.222,0.7549
224,0.2399,0.3327,0.7982
225,-0.1468,0.2573,0.7342
226,0.0106,0.3594,0.7189
227,0.0111,0.1594,0.7017
228,0.0172,0.1634,0.8012
229,0.0774,0.2888,0.8891
230,-0.034,0.125,0.8232
231,-0.1772,0.1481,0.7676
232,0.0528,0.0582,0.834
233,-0.0699,0.1541,0.7751
234,-0.0642,0.1242,0.8622
235,-0.1588,0.081,0.7821
236,-0.0623,0.0523,0.8556
237,-0.0268,0.2613,0.8572
238,-0.1614,0.1784,0.938
239,-0.1411,0.1478,0.9356
240,-0.0655,0.1479,0.8143
241,0.1253,0.2348,0.8316
242,-0.007,0.145,0.7351
243,0.1787,0.1194,0.8891
244,-0.0485,0.241,0.7717
245,-0.123,0.0673,0.7988
246,0.0681,0.0483,0.8008
247,0.1549,0.128,0.7917
248,0.1001,0.1411,0.6887
249,-0.1455,0.5576,0.808
250,-0.0375,0.1873,0.9096
251,0.0138,0.2093,0.9052
252,-0.066,0.2534,0.81
253,-0.2302,0.3422,0.7483
254,-0.0854,0.1505,0.7525
255,0.1309,0.162,0.8738
256,-0.1573,0.2678,0.6989
257,0.066,0.1998,0.8145
258,-0.1885,0.1289,0.8015
259,-0.0103,0.0719,0.9176
260,0.035,0.1935,0.831
261,-0.2055,0.2896,0.8293
262,-0.1426,0.1804,0.8011
263,0.0652,0.2992,0.8973
264,-0.0627,0.3041,0.8121
265,-0.1055,0.2089,0.8305
266,-0.0191,0.2492,0.837
267,-0.043,0.2626,0.806
268,0.1031,0.3129,0.862
269,0.0318,0.1195,0.7146
270,-0.1603,0.4598,0.6385
271,-0.1144,0.1654,0.7905
272,0.2034,0.0752,0.7432
273,0.0355,0.2001,0.726
274,-0.1187,0.1254,0.6534
275,-0.0408,0.1765,0.7194
276,0.1485,0.205,0.6282
277,0.0696,0.1138,0.7608
278,-0.2465,0.3266,0.6462
279,-0.1133,0.2687,0.7508
280,0.0454,0.1538,0.8137
281,0.1546,0.1607,0.8085
282,0.0891,0.0965,0.7764
283,-0.0231,0.0562,0.7953
284,0.052,0.2017,0.6126
285,0.1028,0.2693,0.7498
286,-0.0241,0.1517,0.6914
287,-0.14,0.2683,0.7141
288,-0.0561,0.3157,0.7249
289,-0.0004,0.201,0.9128
290,0.0333,0.0568,0.8366
291,0.0406,0.1158,0.8738
292,-0.1446,0.1069,0.7763
293,-0.1398,0.2039,0.7714
294,-0.226,0.1454,0.7574
295,0.0389,0.2723,0.8022
296,-0.2363,0.1549,0.7319
297,-0.0545,0.2281,0.7914
298,-0.0822,0.2409,0.8179
299,-0.0311,0.1488,0.8103
300,-0.0329,0.2441,0.8851
301,0.1973,0.0864,0.8049
302,0.1246,0.0994,0.7934
303,0.0372,0.203,0.7421
304,0.0779,0.3712,0.8335
305,-0.08,0.2946,0.7163
306,-0.047,0.0967,0.7862
307,-0.1376,0.1476,0.7474
308,-0.018,0.1789,0.8215
309,-0.1678,0.2245,0.7406
310,-0.1207,0.1316,0.8275
311,0.0876,0.165,0.8572
312,0.0587,0.2342,0.9039
313,0.0824,0.1511,0.9243
314,0.0206,0.0907,0.8575
315,0.0012,0.1727,0.7161
316,-0.1312,0.2396,0.8895
317,-0.0183,0.3087,0.8091
318,-0.019,0.261,0.8351
319,-0.0074,0.2269,0.8073
320,0.0007,0.1769,0.7112
321,-0.093,0.2548,0.7302
322,0.0812,0.2949,0.7925
323,-0.3035,0.0813,0.7201
324,-0.1489,0.2311,0.7157
325,0.1091,0.1865,0.8027
326,-0.1405,0.1947,0.7692
327,0.0817,0.5416,0.7134
328,0.0395,0.1606,0.863
329,0.0041,0.1649,0.8277
330,-0.1604,0.2616,0.7744
331,-0.0065,0.318,0.7804
332,-0.0293,0.2216,0.8731
333,-0.2812,0.2603,0.8288
334,-0.0889,0.182,0.9171
335,0.135,0.2763,0.87
336,-0.0944,0.2291,0.8825
337,0.1948,0.2467,1.064
338,-0.1156,0.2452,0.8458
339,-0.1552,0.1297,0.9724
340,0.0272,0.1656,1.0668
341,-0.047,0.1486,0.9241
342,0.0357,0.2014,0.9823
343,0.0336,0.374,0.982
344,-0.0768,0.2051,0.8825
345,0.0165,0.187,0.9158
346,-0.1023,0.189,0.7686
347,-0.1359,0.1771,0.6695
348,0.1593,0.1692,0.8936
349,-0.0563,0.1807,0.8139
350,-0.0254,0.2798,0.86
