episode,return
10,-40.8121
20,-63.8779
30,-10.4877
40,-26.1184
50,-36.247
60,-57.9793
70,-71.5004
80,-21.2892
90,-26.1543
100,-86.6865
110,-51.7844
120,-52.4392
130,-52.627
140,-31.4492
150,-36.9187
160,-23.6058
170,-28.9762
180,-37.1499
190,-0.4934
200,16.7004
210,15.3566
220,18.4594
230,-51.5298
240,15.0006
250,1.5064
260,43.7316
270,-25.4133
280,-48.4109
290,-2.2713
300,3.0239
310,-2.8524
320,-3.0431
330,11.7569
340,6.3882
350,29.9618
