episode,actor_loss,critic_loss,entropy
88,0.071,92.6603,1.0369
89,0.1338,63.0532,0.8965
90,-0.1338,87.5913,0.7831
91,0.0678,80.3428,0.8963
92,0.1293,154.5179,0.852
93,-0.2062,74.9151,0.9472
94,0.018,51.6432,1.0191
95,-0.1351,42.5107,0.8631
96,-0.1411,29.8545,0.9232
97,-0.1586,72.5571,0.8983
98,-0.2868,112.287,0.9077
99,0.009,51.5148,1.2798
100,0.0345,30.9864,1.2742
101,-0.1276,29.4452,1.2437
102,-0.0523,55.9103,1.2213
103,-0.1167,38.7596,1.1901
104,-0.0651,30.5698,1.042
105,-0.2174,18.5431,1.2884
106,0.0261,40.5658,1.1488
107,-0.1341,22.2738,1.0188
108,0.0597,29.2364,0.9365
109,0.0203,28.9954,1.0199
110,-0.2861,25.9202,1.1205
111,0.2507,42.2159,1.0793
112,-0.0241,46.6313,1.2016
113,-0.1292,28.4748,1.1804
114,-0.1301,34.1052,1.2259
115,0.1034,21.5614,1.2886
116,0.1938,37.5926,1.2387
117,-0.1196,26.4834,1.2247
118,-0.1791,46.619,1.3157
119,0.151,53.8485,1.1845
120,0.0546,46.8589,1.2569
121,-0.2922,49.1806,1.236
122,-0.0942,25.5862,1.2012
123,-0.2546,53.1127,1.236
124,0.2219,47.4541,1.3049
125,0.1179,53.2615,1.2928
126,-0.1174,43.9311,1.2411
127,-0.3089,50.1231,1.2566
128,-0.3457,54.8531,1.2402
129,0.0413,122.9966,1.1003
130,0.4355,71.7639,1.2372
131,-0.2529,98.7232,1.2769
132,0.0767,59.736,1.236
133,0.3345,103.3071,1.2201
134,-0.1019,37.2633,1.1801
135,0.0877,40.3519,1.2057
136,0.0903,63.3822,1.2661
137,-0.238,80.5443,1.1923
138,-0.0752,54.5979,1.2355
139,0.1343,58.5198,1.1346
140,0.2001,59.5896,1.1225
141,0.3002,95.509,1.1989
142,-0.0176,37.8875,1.0208
143,0.1771,64.2872,1.1252
144,0.1345,70.4214,1.1123
145,-0.0157,49.0253,1.1399
146,-0.3582,75.7296,1.0664
147,0.3435,64.3573,1.1993
148,-0.2399,87.7186,1.1381
149,0.099,54.5972,1.1597
150,0.2224,86.7137,1.1096
151,0.1106,68.8254,0.9273
152,0.0102,135.7133,0.9814
153,0.1107,38.8594,1.075
154,-0.1787,73.7681,0.7798
155,0.1489,50.8469,0.8625
156,-0.1969,66.4577,1.0325
157,-0.0603,45.4272,1.1149
158,0.1504,45.7389,1.0435
159,0.03,105.7737,1.2047
160,0.0482,76.7477,0.959
161,0.0748,82.0771,1.1275
162,-0.282,123.5149,1.1317
163,-0.1702,48.8556,1.0891
164,0.1334,46.5338,1.1137
165,0.058,79.2993,1.0515
166,-0.3678,75.7492,1.1292
167,0.033,62.5201,0.9334
168,-0.3161,93.5671,1.0991
169,-0.0037,55.1544,1.0799
170,-0.1754,84.1213,1.0627
171,-0.1203,53.7787,0.9088
172,0.0406,92.7504,1.2017
173,0.2695,66.2595,1.1152
174,-0.0334,59.6569,1.0898
175,0.1419,109.5861,1.1398
176,-0.0118,43.762,1.005
177,0.0223,49.8329,1.2306
178,0.19,42.6728,1.1894
179,-0.2231,105.5909,1.1898
180,-0.0483,64.336,1.0817
181,-0.1842,113.2237,1.0031
182,0.2105,75.2962,1.1341
183,0.2148,68.5779,1.2546
184,-0.2697,74.4645,1.2348
185,-0.0491,136.3157,1.1117
186,0.2401,42.5508,1.1797
187,-0.012,32.8442,1.1879
188,-0.2979,77.4241,1.0107
189,0.0501,66.8769,1.1342
190,0.0327,73.79,1.1309
191,-0.192,94.9069,1.1597
192,-0.1234,88.244,0.988
193,0.2346,126.2779,1.0049
194,-0.2628,55.8665,1.0277
195,-0.0586,145.1495,1.046
196,0.2234,99.2427,1.0094
197,0.0814,143.0728,0.9025
198,0.0497,70.5856,0.8836
199,0.0386,67.4151,0.8178
200,0.2502,63.8792,1.2204
201,0.191,51.4825,1.1554
202,-0.2152,117.5164,1.1687
203,-0.2203,67.0239,1.1058
204,-0.0853,80.4861,1.2563
205,-0.1523,46.3381,1.2538
206,-0.2598,86.2091,1.3135
207,-0.0206,31.0577,1.2884
208,-0.1457,85.174,1.3083
209,0.0751,56.6147,1.2474
210,-0.0962,64.8357,1.2359
211,0.1073,40.4964,1.1855
212,0.1315,32.4773,1.1777
213,-0.1447,34.8417,1.2668
214,-0.1001,46.67,1.1525
215,-0.0398,46.7042,1.0901
216,-0.2436,78.1293,1.164
217,-0.1573,112.5481,1.012
218,-0.1817,124.8127,1.0204
219,0.0561,95.3366,1.0102
220,-0.2566,167.774,0.9478
221,0.1292,103.8686,1.1595
222,0.0849,148.773,1.0106
223,-0.0388,93.8998,0.9385
224,0.1169,169.9577,1.0102
225,0.1416,124.3343,0.8481
226,0.2026,116.1056,1.0574
227,0.2776,55.661,1.106
228,-0.0132,113.2978,1.1941
229,-0.461,181.2176,1.1103
230,-0.0458,65.2069,1.177
231,0.1194,51.4701,1.238
232,0.0478,77.739,1.1499
233,-0.2683,66.4091,1.1285
234,0.1685,74.9533,1.3237
235,0.1341,93.4764,1.3002
236,0.0203,81.1889,1.2433
237,0.1612,32.0896,1.2521
238,0.014,80.1702,1.1515
239,-0.0822,73.9446,1.2009
240,0.0417,73.7464,1.0623
241,0.0139,125.1699,1.1836
242,-0.1064,75.4576,1.0756
243,0.198,60.6994,1.1194
244,0.0181,40.9466,1.073
245,0.1404,87.1147,1.0106
246,0.0386,53.257,0.9133
247,-0.0308,71.4474,1.1521
248,-0.1112,63.6181,1.1581
249,0.32,67.4378,1.1067
250,-0.2197,93.9294,1.0402
251,0.0169,43.5628,0.9802
252,-0.2132,29.3813,1.2493
253,0.073,35.0583,1.0082
254,-0.101,65.7915,1.0813
255,-0.4045,77.3521,0.8324
256,-0.0907,42.9248,0.849
257,-0.0562,32.0579,1.1136
258,-0.3154,107.4919,0.7222
259,0.204,60.6867,0.7836
260,0.4723,57.6025,1.0458
261,0.0709,51.3552,0.9636
262,0.398,47.1755,0.9871
263,-0.0628,73.3286,0.9975
264,-0.0889,100.1318,1.0146
265,-0.1974,117.9625,0.934
266,0.0293,68.3113,0.7559
267,-0.157,50.4156,0.8335
268,-0.3586,155.4628,0.9081
269,-0.118,45.1098,1.0045
270,-0.1615,131.3524,0.8621
271,0.0415,84.1397,0.7649
272,-0.2011,196.1732,0.734
273,0.1344,131.6254,0.6763
274,0.0819,78.1852,0.8344
275,-0.1991,128.3868,0.7409
276,0.1437,78.825,0.8358
277,0.0318,66.2468,0.8969
278,0.0579,56.4556,0.886
279,-0.3043,130.6414,0.8126
280,-0.4336,87.5024,0.8799
281,-0.0551,56.3362,0.7919
282,0.0742,65.6594,0.7247
283,0.0094,134.1143,0.8756
284,0.0209,91.4657,0.7717
285,-0.3816,190.6293,0.6654
286,-0.0418,52.903,0.7781
287,-0.255,146.562,0.6322
288,0.0973,63.9059,0.8972
289,0.2201,49.4244,0.952
290,-0.118,54.1814,0.7252
291,-0.0601,65.939,0.6751
292,-0.0334,50.4378,0.5855
293,-0.1057,97.6582,0.6807
294,-0.0495,43.7546,0.7082
295,0.0487,52.4238,0.8034
296,-0.1779,83.3224,0.7677
297,0.1639,54.0869,1.0658
298,0.1724,37.1237,0.9588
299,0.0561,52.6456,1.1157
300,-0.0152,26.8979,0.7256
301,0.1574,48.5886,0.874
302,-0.0303,32.5995,1.0346
303,-0.2003,33.9635,0.9173
304,-0.2901,33.1477,0.9292
305,0.0054,31.6437,1.1204
306,-0.2367,49.3334,0.9038
307,0.0495,30.2544,1.0591
308,0.1557,21.7682,1.071
309,0.0993,27.0378,1.0683
310,0.0204,10.5703,1.1934
311,-0.0112,17.3214,0.9827
312,-0.241,39.0692,0.9016
313,-0.0096,49.7939,1.0026
314,-0.2758,66.3751,1.0898
315,0.0077,42.7762,0.9991
316,-0.0678,61.2304,1.0173
317,0.1577,67.8279,1.0359
318,0.0424,42.34,0.8582
319,0.1167,42.7335,1.0311
320,0.0626,83.3289,0.8349
321,-0.1671,60.2427,1.0662
322,0.1733,70.3709,0.9744
323,0.0149,94.6721,0.9872
324,-0.1172,84.4485,0.9868
325,0.0786,135.9079,1.1183
326,0.2523,36.9697,1.0851
327,-0.0837,54.0172,1.0438
328,-0.103,61.3808,0.9744
329,0.0415,65.1847,0.9124
330,0.0047,84.0305,0.8776
331,-0.1145,62.1394,0.8993
332,-0.1694,154.4749,0.7855
333,0.0092,38.5762,1.1057
334,0.1093,97.8668,0.7208
335,-0.4969,159.205,0.7843
336,-0.1312,82.3771,0.8237
337,-0.1786,153.8432,0.7439
338,0.1862,114.7103,0.8371
339,-0.2266,94.2523,0.9239
340,-0.1386,61.4089,0.8823
341,0.1183,71.2266,0.9482
342,-0.0783,75.8029,0.9419
343,0.1843,38.9727,0.9502
344,0.0966,46.6754,0.8025
345,0.4141,33.1685,0.8657
346,-0.0737,29.2339,0.8206
347,0.129,11.4757,0.8279
348,0.4125,20.0805,1.0798
349,0.0414,34.7191,1.1108
350,0.1486,32.1359,1.0749
351,-0.1746,46.5109,1.0022
352,-0.3996,50.5481,1.1118
353,-0.026,41.2458,1.0829
354,0.104,49.9766,0.9477
355,-0.3848,60.1405,1.1598
356,-0.1662,96.0385,1.0496
357,0.2674,42.1123,0.9972
358,-0.2757,59.4034,0.9862
359,-0.2649,72.1721,0.8793
360,-0.0875,27.4479,0.9487
361,-0.0621,51.3504,1.1861
362,-0.0956,55.387,0.9203
363,0.1979,66.9007,0.8573
364,0.1368,55.2306,1.155
365,0.0564,64.1504,1.038
366,0.4237,191.6752,1.1071
367,-0.0602,53.121,1.1064
368,-0.0719,118.2012,0.9967
369,0.1396,71.7196,1.0468
370,-0.009,69.1948,1.0834
371,0.2217,83.8359,0.8628
372,-0.2011,108.8568,0.7701
373,-0.0868,159.9262,1.1407
374,0.1078,97.7002,0.8191
375,0.0427,54.5434,0.9309
376,0.0112,72.9643,1.0271
377,0.256,160.0937,0.9125
378,0.1271,61.8038,1.155
379,0.2615,99.1801,0.9256
380,-0.001,41.8607,0.8517
381,0.1487,64.8192,0.7601
382,0.1435,47.2312,1.0784
383,-0.0939,47.0801,0.7908
384,0.0438,49.2068,1.0338
385,-0.3071,74.2113,1.0517
386,0.2318,70.3549,0.9721
387,-0.1014,156.1722,0.8621
388,-0.1077,59.6022,0.8528
389,-0.0144,68.1165,1.0197
390,-0.1539,94.8256,0.9307
391,0.0777,90.2348,1.0803
392,-0.027,54.6525,0.9904
393,-0.0479,102.3826,0.9094
394,-0.2131,112.8629,0.9898
395,0.0787,76.6553,0.9722
396,-0.0218,96.9455,0.9991
397,0.0096,77.7671,0.9492
398,0.1549,93.6636,1.154
399,-0.0231,52.1767,1.0148
400,-0.4574,37.7606,0.8746
401,-0.1254,55.1957,1.0256
402,-0.0783,72.4742,0.8523
403,0.2155,49.5009,1.0789
404,0.0055,35.4345,0.9619
405,0.1304,38.1184,0.9905
406,0.3062,74.7169,1.0291
407,-0.0041,61.1615,1.0938
408,0.0035,53.8565,1.0963
409,0.0291,80.0143,1.1173
410,-0.0073,64.0264,0.999
411,-0.0456,120.6851,1.1014
412,-0.1367,68.4767,1.0393
413,0.2328,42.7212,1.0567
414,0.1305,71.5419,0.9107
415,-0.06,63.309,0.9753
416,0.368,35.8468,1.1215
417,-0.1634,40.7172,0.8264
418,-0.2115,55.1081,1.0377
419,-0.1472,50.0665,0.9392
420,-0.0764,80.5674,1.1243
421,0.3359,76.8631,1.1439
422,0.0051,77.3192,1.135
423,0.0631,38.5035,1.1388
424,-0.4267,72.5887,1.2165
425,0.0696,77.9131,1.2065
426,0.2911,63.6436,1.095
427,0.2324,42.1882,1.1912
428,0.088,53.7535,1.1196
429,-0.057,37.5181,1.251
430,-0.1002,26.3116,0.9495
431,-0.1559,39.078,1.0498
432,-0.1168,31.2385,0.901
433,-0.3195,29.6993,0.7893
434,0.1904,54.614,0.7766
435,-0.2073,71.9183,1.1046
436,0.1834,49.3929,0.9863
437,0.1941,63.1372,0.955
438,0.0399,72.1039,0.9671
439,-0.1747,119.8858,0.8915
440,0.0229,61.1189,1.0191
441,-0.3608,110.4735,0.9672
442,0.066,46.3,0.8129
443,-0.055,45.2271,0.9039
444,0.0457,54.7138,0.9002
445,-0.3389,116.2598,0.8983
446,0.0444,52.6942,0.9363
447,-0.1073,73.7008,1.1955
448,-0.1686,88.0121,0.8771
449,-0.0162,74.3127,1.0209
450,0.1719,40.614,0.9453
451,-0.0975,65.2762,0.9836
452,-0.047,65.7005,0.99
453,-0.0102,58.4263,1.1586
454,-0.1048,31.8676,0.9912
455,0.1278,36.5308,1.0299
456,-0.1282,44.4384,1.1297
457,0.0314,30.3457,1.1347
458,0.0349,38.1465,1.0715
459,-0.1109,16.9538,0.9758
460,0.0563,69.2414,1.0154
461,-0.1541,22.8437,1.0272
462,-0.0298,25.9703,1.0204
463,0.0766,52.1089,1.0977
464,-0.2243,21.5485,1.2286
465,0.2018,32.2497,1.1507
466,-0.0118,26.7841,1.1163
467,0.0048,33.6502,1.1676
468,-0.3468,53.2389,1.1092
469,0.0777,28.7799,1.0607
470,-0.2572,43.837,1.0415
471,-0.0648,31.1366,1.0495
472,0.0016,43.4293,1.13
473,0.0835,55.5223,0.9939
474,-0.3253,48.5449,0.9375
