episode,actor_loss,critic_loss,entropy
274,-0.1794,0.31,0.6381
275,-0.0227,0.3854,0.6348
276,0.1052,0.2986,0.6776
277,-0.0114,0.3762,0.6342
278,0.0023,0.1358,0.6452
279,-0.1232,0.2314,0.6397
280,-0.1861,0.1908,0.55
281,0.0448,0.1734,0.698
282,-0.0446,0.1068,0.6442
283,-0.1457,0.1526,0.5947
284,-0.0533,0.1287,0.5868
285,-0.0021,0.1817,0.6025
286,-0.0044,0.2416,0.6609
287,-0.0604,0.2151,0.6142
288,0.0739,0.1432,0.6671
289,0.0514,0.1604,0.7384
290,-0.1891,0.2121,0.5582
291,-0.1257,0.0816,0.6108
292,0.0208,0.4057,0.6022
293,-0.0559,0.0952,0.5812
294,-0.0905,0.182,0.5844
295,-0.115,0.1541,0.5432
296,-0.0634,0.2887,0.5222
297,-0.0744,0.1879,0.5163
298,-0.1126,0.1723,0.5005
299,-0.1011,0.1229,0.5093
300,0.1383,0.2738,0.5807
301,0.1478,0.2265,0.5981
302,-0.0535,0.0784,0.4952
303,-0.1954,0.3209,0.4879
304,-0.0331,0.134,0.603
305,-0.0065,0.1448,0.5971
306,-0.2303,0.1033,0.5194
307,0.1004,0.245,0.5959
308,-0.0476,0.1347,0.5376
309,-0.0767,0.3068,0.5451
310,-0.1467,0.1294,0.525
311,-0.178,0.1642,0.5252
312,-0.262,0.065,0.5419
313,-0.0269,0.2833,0.5702
314,-0.0543,0.0822,0.5906
315,-0.152,0.2281,0.5714
316,0.0331,0.2359,0.5833
317,-0.0578,0.115,0.6082
318,0.0575,0.181,0.6113
319,-0.2524,0.2325,0.5478
320,0.2452,0.3548,0.6339
321,0.1017,0.133,0.5927
322,0.1802,0.1201,0.6627
323,-0.1088,0.2399,0.7062
324,-0.0486,0.1558,0.5474
325,-0.0775,0.2008,0.5914
326,-0.0513,0.1579,0.696
327,-0.0558,0.1156,0.6074
328,-0.0234,0.2143,0.6555
329,0.1052,0.2292,0.6885
330,-0.0468,0.0971,0.5844
331,-0.0121,0.07,0.555
332,0.008,0.2937,0.5316
333,0.0005,0.2495,0.5669
334,-0.1553,0.1836,0.5815
335,-0.0588,0.0954,0.5625
336,-0.3568,0.1484,0.5513
337,-0.1217,0.2097,0.6381
338,-0.1408,0.3597,0.6719
339,-0.0348,0.2613,0.5892
340,-0.1047,0.1864,0.6016
341,-0.0205,0.2509,0.6088
342,0.0831,0.1364,0.5916
343,-0.0838,0.1807,0.5686
344,-0.1701,0.232,0.5162
345,0.0001,0.1901,0.6016
346,0.1446,0.2317,0.6664
347,-0.0642,0.157,0.6071
348,-0.0543,0.2677,0.5759
349,-0.021,0.2594,0.6048
350,0.1343,0.1016,0.6254
351,-0.1152,0.3855,0.6405
352,-0.0305,0.3171,0.7027
353,0.0433,0.1411,0.7318
354,0.0122,0.2465,0.6632
355,-0.1306,0.1511,0.5881
356,0.0549,0.2162,0.5797
357,-0.0808,0.3254,0.5988
358,-0.1175,0.3439,0.5061
359,-0.0551,0.2273,0.5652
360,-0.119,0.334,0.533
361,0.1445,0.3059,0.5888
362,-0.0788,0.1494,0.5504
363,-0.3061,0.2146,0.4931
364,0.1071,0.2614,0.5452
365,-0.014,0.185,0.5568
366,0.1106,0.1518,0.6013
367,-0.0012,0.1728,0.5178
368,-0.0937,0.1246,0.5243
369,-0.0214,0.3221,0.507
370,-0.0383,0.1271,0.5347
371,-0.2291,0.1145,0.5175
372,0.0098,0.2801,0.5701
373,0.0014,0.0457,0.5181
374,-0.012,0.0941,0.615
375,-0.0215,0.1452,0.5555
376,-0.0984,0.1367,0.5633
377,-0.1371,0.2278,0.5394
378,-0.2015,0.307,0.5521
379,-0.0194,0.0816,0.5606
380,0.0186,0.114,0.5748
381,0.0498,0.1095,0.5492
382,-0.0754,0.184,0.518
383,-0.1065,0.2224,0.5525
384,-0.0522,0.1476,0.4955
385,-0.1765,0.1108,0.59
386,-0.1147,0.4336,0.5637
387,0.0022,0.2221,0.5584
388,-0.0493,0.1781,0.4684
389,0.0736,0.1471,0.6446
390,-0.212,0.0947,0.5243
391,0.143,0.2466,0.6164
392,-0.3145,0.2603,0.5347
393,-0.0739,0.1647,0.5318
394,0.0457,0.4455,0.6661
395,-0.0178,0.1495,0.6665
396,-0.0243,0.1691,0.6232
397,-0.1768,0.2008,0.4886
398,-0.2462,0.2329,0.4342
399,-0.0279,0.2704,0.6085
400,-0.0825,0.3277,0.5709
401,-0.3918,0.1939,0.5612
402,-0.1537,0.2602,0.6054
403,-0.0253,0.2645,0.6621
404,-0.0431,0.1357,0.7025
405,0.1208,0.1887,0.6251
406,0.1313,0.198,0.6384
407,0.0024,0.1526,0.6111
408,-0.1581,0.2311,0.7062
409,-0.0861,0.1593,0.6079
410,0.1028,0.0981,0.6915
411,-0.0103,0.2392,0.6584
412,-0.2714,0.1124,0.5978
413,0.0856,0.2118,0.5947
414,-0.0116,0.1506,0.5694
415,0.2876,0.1756,0.6143
416,0.1841,0.1905,0.6216
417,0.1069,0.1764,0.6517
418,0.0599,0.3045,0.7068
419,0.0781,0.1832,0.6126
420,0.0452,0.1793,0.5581
421,0.0107,0.229,0.5518
422,-0.1263,0.1801,0.5086
423,-0.0331,0.1967,0.5656
424,-0.0289,0.1595,0.5235
425,0.0026,0.2518,0.6201
426,0.0549,0.1533,0.6305
427,-0.0282,0.1309,0.6027
428,-0.077,0.1522,0.5638
429,-0.0216,0.1146,0.6289
430,-0.1929,0.2524,0.5523
431,-0.149,0.1134,0.5321
432,-0.109,0.1629,0.5654
433,-0.0096,0.1363,0.5436
434,0.1293,0.1539,0.558
435,0.027,0.1387,0.6071
436,-0.0744,0.166,0.5355
437,0.0759,0.2882,0.6057
438,-0.0024,0.3094,0.5411
439,-0.0102,0.2622,0.5208
440,0.0913,0.2399,0.6536
441,-0.0206,0.1559,0.5903
442,-0.2279,0.1252,0.5702
443,0.0074,0.1453,0.643
444,-0.0759,0.0777,0.5399
445,-0.0422,0.2092,0.5354
446,0.1363,0.107,0.6239
447,-0.1917,0.2413,0.5561
448,0.1964,0.335,0.6286
449,0.0886,0.2517,0.5756
450,-0.1208,0.1421,0.5259
451,0.1605,0.18,0.5927
452,0.0222,0.1907,0.5507
453,-0.0008,0.2954,0.6593
454,0.0234,0.3256,0.6571
455,-0.1293,0.2701,0.6429
456,-0.0373,0.3069,0.5883
457,-0.0999,0.1686,0.6125
458,-0.1408,0.2429,0.5465
459,0.0494,0.0969,0.6079
460,-0.2009,0.3214,0.602
461,-0.0766,0.1653,0.534
462,0.1308,0.1641,0.6801
463,-0.2147,0.2814,0.5132
464,-0.0894,0.1543,0.5992
465,0.0113,0.2568,0.5735
466,0.0938,0.1747,0.57
467,-0.1406,0.3092,0.5724
468,0.1455,0.0895,0.6338
469,-0.1666,0.0991,0.4514
470,-0.1944,0.306,0.5143
471,-0.0864,0.148,0.6783
472,0.1101,0.2031,0.7764
473,-0.0047,0.1754,0.6101
474,-0.0569,0.1631,0.5248
475,0.1501,0.162,0.5998
476,0.1407,0.1001,0.6042
477,-0.1794,0.154,0.5234
478,-0.1272,0.1878,0.5551
479,0.0225,0.1626,0.5724
480,0.0638,0.4369,0.6644
481,-0.0396,0.4326,0.5796
482,-0.0964,0.1938,0.6007
483,-0.0195,0.2277,0.6209
484,0.0581,0.1038,0.6516
485,0.0309,0.1748,0.6136
486,-0.0425,0.1976,0.56
487,-0.0521,0.146,0.6309
488,-0.2047,0.2935,0.4868
489,-0.0527,0.1408,0.5473
490,-0.0375,0.0515,0.6043
491,-0.07,0.1416,0.5412
492,0.1036,0.2192,0.5687
493,-0.2288,0.1508,0.5629
494,-0.0338,0.1175,0.5624
495,-0.1629,0.1692,0.5081
496,-0.0449,0.1248,0.5116
497,-0.1895,0.1587,0.5413
498,0.2454,0.2088,0.6389
499,-0.0659,0.1598,0.5791
500,-0.0056,0.1226,0.5728
501,-0.0654,0.1436,0.5898
502,-0.1883,0.1381,0.565
503,0.0967,0.1673,0.6431
504,-0.0285,0.2426,0.5707
505,-0.1479,0.2228,0.593
506,0.0487,0.303,0.5854
507,-0.1225,0.1552,0.557
508,0.2102,0.234,0.4899
509,0.128,0.1,0.6577
510,-0.3926,0.2592,0.5694
511,-0.1774,0.1175,0.5307
512,-0.0546,0.1653,0.5678
513,-0.0594,0.2377,0.5517
514,0.1657,0.2157,0.7213
515,-0.1708,0.1968,0.5341
516,0.0839,0.225,0.6726
517,-0.0264,0.1631,0.5529
518,-0.0176,0.1783,0.6379
519,-0.0041,0.0422,0.6418
520,-0.1069,0.3536,0.5653
521,-0.1185,0.1969,0.5898
522,-0.0065,0.1262,0.548
523,-0.3272,0.2686,0.5707
524,-0.0478,0.343,0.5514
525,0.1549,0.1394,0.6386
526,0.1963,0.0934,0.6929
527,0.0528,0.223,0.57
528,-0.0275,0.1907,0.5664
529,0.0411,0.1854,0.565
530,-0.1148,0.2147,0.5515
531,-0.0587,0.275,0.5696
532,-0.0978,0.1276,0.5573
533,-0.0206,0.1126,0.6238
534,0.0035,0.0845,0.5971
535,-0.1045,0.0879,0.5568
536,-0.1755,0.2687,0.5998
537,-0.0929,0.1323,0.5737
538,-0.0261,0.275,0.6223
539,-0.1046,0.0941,0.5683
540,-0.071,0.2215,0.5153
541,0.1096,0.1317,0.5666
542,0.0826,0.2225,0.5394
543,0.026,0.1518,0.4971
544,-0.0194,0.2062,0.5499
545,0.1038,0.0976,0.5663
546,-0.078,0.2109,0.569
547,0.0345,0.1188,0.6285
548,-0.0335,0.1031,0.4804
549,0.0906,0.1978,0.5412
550,-0.2354,0.1418,0.4122
551,0.1472,0.1433,0.6109
552,0.0744,0.2121,0.5675
553,-0.1078,0.1322,0.5618
554,-0.1325,0.1344,0.5396
555,-0.0508,0.1219,0.541
556,-0.0226,0.1127,0.4643
557,-0.1514,0.1537,0.6841
558,0.1006,0.0654,0.8092
559,0.1038,0.0922,0.7784
560,-0.0561,0.0435,0.7742
561,-0.0141,0.3006,0.672
562,-0.0724,0.4526,0.6186
563,-0.0755,0.3597,0.6249
564,-0.049,0.1782,0.532
565,0.1213,0.1493,0.6032
566,0.0674,0.1113,0.5268
567,0.1199,0.122,0.5467
568,0.0592,0.3948,0.5449
569,-0.1026,0.236,0.5553
570,0.1589,0.1802,0.6453
571,-0.2818,0.4386,0.4727
572,-0.0613,0.2084,0.4805
573,0.15,0.0814,0.5618
574,0.0416,0.3416,0.6032
575,0.1332,0.0859,0.6211
576,-0.0427,0.31,0.6348
577,0.0152,0.2755,0.6507
578,-0.1208,0.2516,0.6975
579,0.1469,0.1074,0.681
580,0.035,0.1945,0.7195
581,-0.1665,0.2156,0.6067
582,0.1167,0.2928,0.7312
583,0.039,0.1702,0.6854
584,-0.0266,0.0764,0.6495
585,0.0119,0.3837,0.6854
586,-0.2484,0.2348,0.561
587,-0.0477,0.2818,0.5759
588,-0.0253,0.2002,0.5911
589,-0.1409,0.1661,0.5894
590,-0.056,0.253,0.6028
591,-0.1081,0.1354,0.5753
592,0.0169,0.2705,0.6546
593,-0.0844,0.3708,0.5837
594,0.0355,0.2284,0.6015
595,-0.0905,0.2248,0.5547
596,-0.1381,0.3202,0.6073
597,-0.1149,0.1762,0.6172
598,-0.0142,0.1308,0.5542
599,-0.1938,0.187,0.5915
600,-0.0433,0.1642,0.5513
601,-0.0407,0.0718,0.6302
602,-0.1919,0.1951,0.575
603,0.1187,0.3115,0.6611
604,0.0116,0.2739,0.5776
605,0.0356,0.2333,0.6457
606,-0.0485,0.104,0.536
607,0.0422,0.1362,0.5838
608,0.103,0.3489,0.6197
609,-0.1879,0.2092,0.6021
610,-0.2008,0.1683,0.5135
611,0.0366,0.2198,0.5982
612,-0.0616,0.1849,0.5492
613,-0.1563,0.1498,0.5172
614,-0.1074,0.1898,0.5459
615,0.1223,0.2906,0.6859
616,-0.0196,0.1834,0.641
617,-0.1697,0.0977,0.5376
618,0.0272,0.0928,0.5578
619,-0.1475,0.125,0.559
620,-0.096,0.2131,0.5194
621,0.0033,0.289,0.6313
622,-0.1173,0.0943,0.5818
623,-0.0973,0.165,0.6157
624,0.1261,0.2408,0.6378
625,-0.1695,0.1633,0.5501
626,0.0877,0.1358,0.6796
627,0.1319,0.1595,0.6982
628,-0.1671,0.2766,0.5892
629,-0.0928,0.1372,0.6024
630,0.0146,0.2924,0.6214
631,0.0727,0.1664,0.7345
632,-0.076,0.2502,0.6534
633,-0.0673,0.0887,0.6978
634,-0.1215,0.0678,0.712
635,0.0727,0.1097,0.6504
636,-0.1515,0.2885,0.5851
637,0.0746,0.0724,0.6367
638,-0.0511,0.1351,0.6615
639,0.1996,0.1555,0.5951
640,0.0488,0.1841,0.6014
641,-0.0889,0.3056,0.6531
642,0.0739,0.2016,0.5904
643,0.1034,0.2393,0.6521
644,-0.2099,0.3079,0.5594
645,-0.0156,0.2114,0.5869
646,-0.0248,0.1535,0.5634
647,-0.1157,0.2704,0.6037
648,-0.0624,0.27,0.6171
649,-0.1201,0.1683,0.512
650,-0.2398,0.1623,0.5704
651,-0.0933,0.0677,0.6422
652,0.04,0.2189,0.6203
653,-0.2416,0.3297,0.7143
654,-0.0649,0.244,0.6531
655,-0.2074,0.2298,0.5551
656,-0.2135,0.4659,0.6321
657,-0.1781,0.3476,0.6334
658,0.0682,0.3375,0.6707
659,-0.0539,0.1577,0.5951
660,0.0759,0.1688,0.6218
661,-0.0907,0.1457,0.5953
662,-0.2654,0.1899,0.5346
663,-0.0623,0.1826,0.5972
664,-0.0169,0.2092,0.6291
665,-0.0498,0.1359,0.5468
666,-0.0061,0.1304,0.6133
667,-0.1318,0.1786,0.6031
668,-0.289,0.1308,0.5373
669,-0.2126,0.1593,0.4882
670,0.0544,0.1546,0.5506
671,-0.1045,0.1575,0.5425
672,0.0213,0.1371,0.5957
673,-0.2865,0.1071,0.5561
674,-0.0645,0.2139,0.567
675,0.0231,0.0892,0.5825
676,-0.156,0.0582,0.6643
677,0.0949,0.12,0.5672
678,-0.0474,0.2144,0.6035
679,-0.0746,0.1434,0.5808
680,-0.0838,0.4029,0.4879
681,-0.1168,0.2818,0.447
682,-0.015,0.223,0.5496
683,0.0049,0.1114,0.4838
684,-0.0566,0.115,0.5932
685,-0.0967,0.2102,0.5597
686,0.0235,0.1289,0.5416
687,0.0876,0.0428,0.5458
688,-0.0526,0.1566,0.5487
689,0.2281,0.1687,0.6155
690,0.0279,0.3082,0.5402
691,0.0739,0.1649,0.4907
692,0.0042,0.1104,0.5652
693,-0.1665,0.1335,0.5229
694,-0.2304,0.1302,0.5186
695,0.1105,0.1995,0.4908
696,-0.0767,0.1213,0.6096
697,-0.0397,0.2778,0.5681
698,0.0711,0.1525,0.5869
699,-0.3247,0.2403,0.5299
700,-0.0249,0.1717,0.5764
701,0.0152,0.1483,0.5642
702,0.153,0.2058,0.6418
703,0.0228,0.121,0.6207
704,-0.0673,0.2514,0.6658
705,-0.0675,0.1102,0.6643
706,-0.1644,0.1002,0.6044
707,0.0685,0.1564,0.6056
708,0.1006,0.3058,0.5596
709,0.2252,0.2817,0.5807
710,0.0336,0.1103,0.5968
711,-0.0527,0.2011,0.6131
712,0.0813,0.1515,0.5952
713,-0.0279,0.0496,0.5689
714,-0.0297,0.0529,0.6208
715,0.0294,0.2908,0.5594
716,-0.0631,0.1913,0.5552
717,-0.0379,0.2762,0.5983
718,-0.0309,0.1785,0.6339
719,0.0292,0.2904,0.5974
720,0.0748,0.2089,0.6723
721,-0.06,0.1119,0.5525
722,-0.204,0.1314,0.5522
723,-0.0331,0.1012,0.647
724,-0.0481,0.1656,0.6452
725,0.1087,0.2287,0.6951
726,0.0178,0.1598,0.5651
727,-0.2506,0.2713,0.5609
728,0.0703,0.1418,0.5704
729,-0.1325,0.0456,0.5709
730,0.0597,0.1769,0.6425
731,0.0715,0.1672,0.7459
732,-0.1233,0.2623,0.6281
733,0.0821,0.1018,0.6137
734,0.0181,0.2446,0.6013
735,-0.0605,0.1718,0.538
736,0.0227,0.0555,0.7891
737,-0.1486,0.1362,0.6973
738,0.1965,0.2659,0.6332
739,-0.1482,0.0703,0.5051
740,0.0131,0.0769,0.5915
741,-0.2147,0.272,0.5493
742,0.0085,0.167,0.637
743,-0.0914,0.0853,0.499
744,-0.0087,0.1975,0.5181
745,0.0052,0.1317,0.5695
746,-0.2413,0.1265,0.5028
747,-0.1398,0.2637,0.5624
748,-0.0777,0.2387,0.5622
749,-0.0549,0.2162,0.6835
750,0.0621,0.0773,0.6336
751,-0.151,0.1738,0.5022
752,-0.2146,0.1445,0.4674
753,-0.0514,0.1555,0.5595
754,0.1372,0.2038,0.6088
755,-0.0897,0.1826,0.5732
756,0.05,0.0892,0.6149
757,-0.003,0.1387,0.6248
758,-0.1184,0.1896,0.5519
759,0.1286,0.2196,0.6075
760,0.0086,0.2435,0.5833
761,0.0397,0.1799,0.6127
762,-0.073,0.3823,0.5435
763,-0.1022,0.2487,0.5207
764,-0.1106,0.1716,0.4768
765,-0.0953,0.2101,0.6023
766,-0.0491,0.3333,0.5764
767,0.1367,0.2353,0.7034
768,-0.1434,0.2591,0.6913
769,0.0329,0.1625,0.6262
770,0.1112,0.1878,0.7452
771,-0.1267,0.0809,0.5116
772,-0.0024,0.0919,0.5726
773,-0.0165,0.1726,0.6209
774,-0.2066,0.2173,0.5328
775,-0.0207,0.2607,0.6506
776,-0.0029,0.1377,0.6463
777,-0.0301,0.2878,0.6606
778,-0.003,0.2077,0.6938
779,-0.0251,0.1211,0.6883
780,-0.2632,0.1552,0.5429
781,0.0672,0.2784,0.5838
782,-0.0571,0.3584,0.5798
783,-0.1731,0.1441,0.5787
784,0.0283,0.1565,0.5446
785,-0.0639,0.1426,0.5339
786,0.1438,0.0622,0.5418
787,-0.1333,0.0831,0.4451
788,-0.1287,0.1707,0.488
789,0.0541,0.2233,0.596
790,-0.1581,0.1634,0.5152
791,-0.0309,0.0845,0.6144
792,0.0656,0.299,0.5932
793,-0.0652,0.1654,0.5339
794,-0.1992,0.1813,0.591
795,0.0008,0.1512,0.6718
796,0.0463,0.1567,0.5305
797,-0.1045,0.2936,0.5165
798,0.0669,0.1165,0.6946
799,0.0317,0.1391,0.5736
800,-0.0922,0.0748,0.6019
801,-0.0913,0.3094,0.6594
802,0.0152,0.2074,0.5509
803,-0.1235,0.1433,0.6132
804,0.0079,0.164,0.5673
805,-0.0893,0.1111,0.5945
